station_id,train_id,line,route,color,destination,time_estimated,destination_time,waktu,updated_at_x,station_name,AwalLatitude,AwalLongi,daop,fg_enable,have_schedule,updated_at_y,AkhirLatitude,AkhirLongitude,destination_id,trip_duration_minutes
JAKK,2400,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 6:00:00,2024-05-09 6:16:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2402,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 6:17:00,2024-05-09 6:33:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2404,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 6:36:00,2024-05-09 6:52:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2406,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 6:54:00,2024-05-09 7:10:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2408,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 7:12:00,2024-05-09 7:28:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2410,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 7:30:00,2024-05-09 7:46:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2412,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 7:48:00,2024-05-09 8:04:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2414,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 8:06:00,2024-05-09 8:22:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2416,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 8:24:00,2024-05-09 8:40:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2418,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 8:42:00,2024-05-09 8:58:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2420,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 9:00:00,2024-05-09 9:16:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2422,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 9:18:00,2024-05-09 9:34:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2424,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 9:36:00,2024-05-09 9:52:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2426,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 9:54:00,2024-05-09 10:10:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2428,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 10:12:00,2024-05-09 10:28:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2430,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 10:30:00,2024-05-09 10:46:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2432,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 10:48:00,2024-05-09 11:04:00,Pagi,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2436,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 11:24:00,2024-05-09 11:40:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2438,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 11:42:00,2024-05-09 11:58:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2442,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 12:18:00,2024-05-09 12:34:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2444,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 12:36:00,2024-05-09 12:52:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2448,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 13:12:00,2024-05-09 13:28:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2450,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 13:30:00,2024-05-09 13:46:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2454,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 14:06:00,2024-05-09 14:22:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2456,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 14:24:00,2024-05-09 14:40:00,Siang,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2460,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 15:00:00,2024-05-09 15:16:00,Sore,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
JAKK,2462,COMMUTER LINE TANJUNGPRIUK,JAKARTAKOTA-TANJUNGPRIUK,#DD0067,TANJUNGPRIUK,2024-05-09 15:18:00,2024-05-09 15:34:00,Sore,2024-03-16T17:00:12.377Z,JAKARTAKOTA,-6.1333,106.8167,1,1,TRUE,2024-03-10T15:15:19.997Z,-6.1281,106.8270,TPK,16
